index,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
2870,1343.33,11.0,0,48,0,2,0.0,0.0,250.41,817.08,0.0,3.65,226.88,0.0,0.0,0.0,0.0,0.0,1071.14
2871,180.09,20.0,0,27,0,1,178.01,0.0,10.49,168.75,0.0,0.41,88.63,0.0,0.0,0.0,0.0,0.0,179.66
2872,653.72,17.0,1,21,0,3,0.0,0.0,89.42,308.71,0.0,314.88,53.96,0.0,0.0,0.0,0.0,0.0,713.0
2873,605.89,23.0,1,43,0,1,547.81,0.0,33.37,546.39,0.0,1.5,499.36,0.0,0.0,0.0,0.0,0.0,581.26
2874,440.34,11.0,1,26,0,1,0.0,0.0,38.14,213.55,0.0,0.05,44.48,0.0,0.0,0.0,0.0,0.0,251.73
2875,309.35,22.0,1,40,0,1,0.0,0.0,89.68,212.16,0.0,5.03,65.52,0.0,0.0,0.0,0.0,0.0,306.87
2876,147.99,23.0,1,38,0,1,124.02,0.0,19.45,132.23,0.0,3.77,134.91,0.0,0.0,0.0,0.0,0.0,155.45
2877,1018.62,23.0,1,39,0,1,258.31,0.0,27.18,262.86,0.0,5.63,267.3,0.0,0.0,0.33,0.0,0.0,296.01
2878,368.04,21.0,1,23,0,1,344.52,0.0,50.82,310.02,0.0,0.12,207.85,0.0,0.0,0.0,0.0,0.39,361.74
2879,954.1,15.0,0,46,0,1,218.24,0.0,13.74,208.99,0.1,10.4,106.89,0.0,0.0,0.0,0.0,0.1,233.43
2880,287.57,13.0,1,26,0,1,0.0,0.0,13.54,170.6,0.0,13.53,10.96,0.0,0.0,0.0,0.0,0.0,197.68
2881,571.43,13.0,1,31,0,1,0.0,0.0,40.74,249.74,0.0,4.43,24.9,0.0,0.0,0.0,0.0,0.0,294.92
2882,1184.45,23.0,1,39,0,1,0.0,0.0,64.18,239.81,0.0,190.12,11.39,0.0,0.0,0.0,0.0,0.0,494.12
2883,449.56,15.0,1,30,0,1,395.97,0.0,53.44,326.8,0.0,0.96,225.2,0.0,0.0,0.31,0.0,0.0,381.51
2884,676.1,21.0,1,30,0,1,305.35,0.0,42.37,297.96,0.0,0.0,181.85,0.0,0.0,0.51,0.0,1.89,344.61
2885,382.79,10.0,1,36,1,2,0.0,0.0,62.59,212.66,0.69,0.73,54.47,0.0,0.0,0.0,0.0,0.0,276.66
2886,1108.9,11.0,1,31,0,1,750.63,0.0,32.33,739.75,0.0,0.0,406.42,0.0,0.0,0.0,0.0,0.0,772.08
2887,386.35,22.0,1,31,0,1,405.52,0.0,69.16,337.95,0.0,2.14,157.56,0.0,0.0,1.81,0.0,0.0,411.06
2888,385.42,10.0,0,33,0,1,203.14,0.0,85.4,105.64,0.38,0.14,148.04,0.0,0.0,0.0,0.48,0.0,192.04
2889,292.52,14.0,1,50,0,1,0.0,0.0,47.84,107.8,0.0,0.0,7.51,0.0,0.0,0.0,0.0,0.0,155.64
2890,321.02,18.0,1,49,0,1,0.0,0.0,28.4,279.65,0.0,0.0,141.14,0.0,0.0,0.0,0.0,0.0,308.05
2891,260.11,20.0,1,23,0,1,218.66,0.0,30.44,213.15,0.0,0.0,229.16,0.0,0.0,0.0,0.0,0.0,243.59
2892,574.99,18.0,1,39,0,2,1006.58,0.0,85.32,455.78,0.0,3.49,495.86,0.0,0.0,5.87,0.0,0.0,550.46
2893,412.77,20.0,0,43,0,1,0.0,0.0,72.38,364.6,0.0,0.01,125.33,0.0,0.0,0.0,0.0,0.0,436.99
2894,163.02,20.0,1,23,1,1,159.66,0.0,41.69,126.7,0.0,2.08,169.65,0.0,0.0,0.0,2.25,0.05,172.83
2895,149.74,18.0,1,22,0,2,359.14,0.0,111.36,47.35,0.0,0.0,155.6,0.0,0.0,0.0,0.0,0.0,158.72
2896,455.75,17.0,1,31,0,1,0.0,0.0,27.41,249.04,0.0,0.0,122.24,0.0,0.0,0.0,0.0,0.0,276.45
2897,129.02,20.0,0,20,1,1,0.0,0.0,22.07,37.02,0.0,0.57,6.11,0.0,0.0,0.0,2.73,0.0,62.39
2898,320.32,10.0,1,22,1,1,237.92,0.0,23.35,172.97,0.0,0.0,203.0,0.0,0.0,0.0,6.68,0.0,203.0
2899,363.26,10.0,1,29,0,1,163.1,0.0,24.6,155.78,0.0,5.8,134.14,0.0,0.0,0.0,0.0,0.0,186.18
2900,993.53,10.0,0,32,1,1,0.0,0.0,112.23,262.4,0.24,0.16,165.53,0.0,0.0,0.0,0.0,0.0,375.02
2901,98.34,21.0,0,39,0,1,72.21,0.0,8.92,80.25,0.0,1.09,33.61,0.0,0.0,0.0,0.0,0.0,90.26
2902,365.63,11.0,1,36,0,1,380.04,0.0,47.5,319.76,0.0,0.51,275.72,0.0,0.0,0.0,0.0,0.0,367.76
2903,206.59,10.0,1,54,0,1,0.0,0.0,73.8,124.54,0.0,20.96,0.35,0.0,0.0,0.0,0.0,0.0,219.3
2904,778.66,13.0,1,28,0,1,0.0,0.0,65.26,723.16,0.0,8.47,138.29,0.0,0.0,0.71,0.0,0.0,797.61
2905,435.07,17.0,1,24,0,1,0.0,0.0,48.27,412.77,0.0,0.0,49.23,0.0,0.0,0.0,0.0,0.0,461.04
2906,1017.0,15.0,1,24,1,1,470.62,0.0,110.89,428.93,0.0,1.42,530.75,0.0,0.0,0.0,2.66,0.0,543.9
2907,334.76,19.0,1,43,0,1,241.59,0.0,14.25,219.2,0.0,4.81,160.72,0.0,0.0,4.05,0.0,0.0,242.31
2908,722.71,21.0,1,28,0,1,749.55,0.0,52.51,725.65,0.0,0.0,666.7,0.0,0.0,0.0,0.0,0.0,778.16
2909,829.93,11.0,0,56,0,2,0.0,0.0,103.23,355.35,0.0,2.48,33.56,0.0,0.0,0.0,0.0,0.0,461.06
2910,617.76,16.0,1,26,0,1,222.38,0.0,48.62,184.65,0.0,0.0,179.55,0.0,0.0,0.0,0.0,22.98,279.23
2911,165.47,11.0,1,27,0,1,129.0,0.0,18.87,113.03,0.01,1.05,108.99,0.0,0.0,0.0,0.0,0.0,132.97
2912,423.42,18.0,1,27,0,1,497.0,0.0,4.37,400.3,0.0,0.93,354.9,0.0,0.0,0.0,0.0,0.0,405.6
2913,679.3,17.0,1,20,0,1,0.0,0.0,56.75,440.57,0.0,0.44,39.73,0.0,0.0,0.0,0.16,0.0,497.92
2914,1228.97,10.0,1,39,1,1,846.48,0.0,214.56,637.36,0.01,13.8,790.52,0.0,0.0,0.53,0.0,0.0,866.26
2915,196.14,11.0,1,21,0,1,0.0,0.0,38.46,116.63,0.0,3.18,6.43,0.0,0.0,0.0,0.0,0.0,158.27
2916,563.23,18.0,1,35,0,1,403.09,0.0,10.78,426.95,0.0,19.36,417.03,0.0,0.0,0.0,0.0,0.0,457.09
2917,565.27,16.0,1,32,0,1,380.31,0.0,292.66,110.5,0.0,0.31,373.06,0.0,0.0,0.36,0.0,0.0,403.83
2918,642.35,16.0,1,36,0,4,478.84,0.0,34.4,590.81,0.0,58.82,455.58,0.0,0.0,0.0,0.0,0.0,684.04
2919,262.38,10.0,1,26,0,1,0.0,0.0,4.62,273.29,0.0,0.28,118.58,0.0,0.0,0.0,0.0,0.0,278.19
2920,392.29,18.0,1,36,0,1,0.0,0.0,27.33,408.46,0.0,0.0,125.1,0.0,0.0,0.0,0.0,0.0,435.8
2921,195.8,17.0,1,32,0,1,180.46,0.0,11.06,184.86,0.0,4.18,143.37,0.0,0.0,0.75,0.0,0.0,200.85
2922,202.29,11.0,1,33,0,1,0.0,0.0,40.43,151.99,0.0,0.06,42.01,0.0,0.0,0.0,1.16,0.0,193.64
2923,415.39,10.0,1,31,0,1,0.0,0.0,55.47,265.52,0.0,49.71,222.73,0.0,0.0,2.12,0.0,0.0,372.82
2924,281.03,16.0,0,39,0,1,211.16,0.0,12.52,203.83,0.0,0.48,137.35,0.0,0.0,0.0,0.0,0.0,216.83
2925,300.56,11.0,1,24,0,1,253.07,0.0,117.8,151.7,0.0,0.0,180.12,0.0,0.0,0.0,0.0,0.0,269.51
2926,165.73,11.0,1,20,0,1,0.0,0.0,33.78,96.41,0.0,0.0,29.34,0.0,0.0,0.0,0.23,0.0,130.42
2927,367.44,11.0,0,31,0,1,0.0,0.0,71.77,201.19,0.0,0.0,76.23,0.0,0.0,0.0,0.0,0.0,272.96
2928,489.03,14.0,1,35,0,1,466.86,0.0,99.4,390.89,0.0,0.0,399.81,0.0,0.0,5.88,1.93,0.0,498.09
2929,161.09,11.0,0,24,0,1,0.0,0.0,63.86,77.5,1.5,0.56,17.39,0.0,0.0,0.0,0.0,0.0,143.42
2930,487.77,14.0,1,42,0,1,242.62,0.0,89.23,128.6,0.0,10.92,128.85,0.0,0.0,0.0,2.36,0.0,231.11
2931,359.77,11.0,0,39,0,1,0.0,0.0,12.91,160.12,0.0,1.59,66.86,0.0,0.0,0.0,0.0,0.0,174.62
2932,409.4,11.0,0,42,1,1,0.0,0.0,168.53,243.62,0.0,0.73,76.43,0.0,0.0,0.0,3.13,0.0,416.0
2933,978.46,13.0,1,43,0,1,980.39,0.0,83.77,925.35,0.0,33.75,748.39,0.0,0.0,0.0,0.0,4.77,1052.4
2934,219.65,23.0,0,28,0,1,0.0,0.0,25.05,156.77,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,182.12
2935,147.32,21.0,1,27,0,1,0.0,0.0,8.81,149.3,0.0,0.0,82.14,0.0,0.0,0.0,0.0,0.0,158.11
2936,336.0,21.0,0,39,1,1,0.0,0.0,32.14,27.96,0.0,120.68,13.21,0.0,0.0,0.0,0.0,0.0,180.78
2937,187.39,11.0,1,35,0,1,150.71,0.0,17.48,103.89,0.0,3.51,100.07,0.0,0.0,0.0,3.78,0.0,128.67
2938,636.97,20.0,1,27,1,1,0.0,0.0,23.17,408.97,0.0,0.0,69.75,0.0,0.0,0.0,0.15,0.0,432.29
2939,599.33,18.0,0,50,0,1,188.53,0.0,20.12,126.01,0.0,29.67,142.41,0.0,0.0,0.0,0.0,16.0,207.81
2940,216.25,11.0,0,24,0,1,0.0,0.0,17.75,40.09,0.0,0.0,14.2,0.0,0.0,0.0,0.2,0.0,58.05
2941,625.62,13.0,1,25,0,1,0.0,0.0,9.35,643.02,0.0,0.0,112.27,0.0,0.0,0.0,0.0,0.0,652.37
2942,124.72,16.0,1,25,0,1,0.0,0.0,10.26,99.74,0.0,0.01,21.94,0.0,0.0,0.0,0.0,0.0,110.0
2943,223.77,19.0,1,20,0,1,0.0,0.0,43.33,137.67,1.24,0.2,41.71,0.0,0.0,0.0,0.0,0.0,182.44
2944,174.51,15.0,1,22,1,1,72.89,0.0,8.88,75.75,0.0,3.1,58.57,0.0,0.0,0.0,0.0,0.0,87.73
2945,205.92,14.0,1,44,0,1,59.4,0.0,6.51,46.31,0.0,0.0,29.77,0.0,0.0,16.65,0.0,0.0,69.47
2946,345.29,14.0,0,47,0,1,155.22,0.0,19.9,126.01,0.0,1.79,148.39,0.0,0.0,0.0,4.59,0.0,152.29
2947,206.25,18.0,1,25,0,2,0.0,0.0,28.59,184.16,0.0,0.47,48.82,0.0,0.0,0.0,0.0,0.0,213.22
2948,1466.32,14.0,1,40,0,1,1349.26,0.0,83.72,1348.1,0.0,112.13,1091.77,0.0,0.0,0.0,21.91,0.0,1565.86
2949,390.18,21.0,0,39,0,3,0.0,0.0,29.86,238.07,0.0,0.0,28.51,0.0,0.0,0.0,0.0,0.0,267.93
2950,1778.64,18.0,1,32,0,1,0.0,0.0,114.27,784.51,0.0,4.36,171.16,0.0,0.0,0.0,0.0,0.0,903.14
2951,145.52,11.0,0,30,0,1,0.0,0.0,18.17,107.2,0.24,0.0,62.06,0.0,0.0,0.0,0.0,0.0,125.61
2952,137.28,18.0,1,45,1,1,0.0,0.0,9.39,95.5,0.0,11.09,0.0,0.0,0.0,0.0,0.0,0.0,115.99
2953,954.37,14.0,1,32,0,1,0.0,0.0,74.35,739.01,0.0,0.65,37.53,0.0,0.0,0.0,0.0,0.0,814.01
2954,463.48,12.0,0,48,0,1,275.33,0.0,32.2,201.17,0.0,0.66,203.45,0.0,0.0,0.0,0.0,0.0,234.03
2955,266.09,18.0,0,31,0,1,236.39,0.0,17.54,243.68,0.0,0.0,254.29,0.0,0.0,0.0,0.0,0.0,261.22
2956,322.7,13.0,1,43,0,1,0.0,0.0,76.14,184.1,0.0,31.97,31.48,0.0,0.0,0.0,0.0,0.0,292.21
2957,75.83,11.0,1,22,0,1,0.0,0.0,9.92,50.83,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,60.74
2958,208.25,11.0,0,43,0,1,138.72,0.0,28.09,143.21,0.0,0.0,159.6,0.0,0.0,0.0,0.0,0.0,171.3
2959,357.17,10.0,1,29,1,1,0.0,0.0,36.1,311.98,0.0,0.78,190.86,0.0,0.0,0.0,1.76,0.0,350.62
2960,383.79,19.0,1,37,0,1,347.89,0.0,11.94,315.93,0.0,2.23,49.53,0.0,0.0,0.0,0.0,0.0,330.1
2961,402.79,11.0,1,21,0,1,181.78,0.0,26.88,130.08,0.0,19.96,67.75,0.0,0.0,0.0,0.0,1.21,179.33
2962,1080.73,10.0,1,39,1,1,536.59,0.0,82.52,456.78,0.0,3.35,531.73,0.0,0.0,0.0,0.0,3.12,548.89
2963,1357.3,23.0,0,25,1,2,0.0,0.0,335.56,454.16,0.0,145.81,144.3,0.0,0.0,0.0,10.29,0.0,945.81
2964,161.66,16.0,1,30,0,1,0.0,0.0,8.05,56.97,0.0,0.0,6.79,0.0,0.0,0.0,0.0,0.0,65.02
2965,756.07,18.0,1,37,0,1,758.45,0.0,82.83,680.15,0.0,1.52,321.39,0.0,0.0,6.18,0.0,0.0,770.67
2966,388.65,18.0,1,30,0,1,337.45,0.0,34.28,318.23,0.0,64.35,227.22,0.0,0.0,0.0,0.0,0.0,416.86
2967,1276.77,10.0,1,36,0,1,0.0,0.0,199.13,818.77,0.04,1.77,205.45,0.0,0.0,1.3,4.23,0.0,1025.23
2968,209.21,11.0,0,37,0,1,188.44,0.0,54.59,142.01,0.0,2.67,187.44,0.0,0.0,0.62,6.33,0.32,206.87
2969,224.68,10.0,1,42,0,1,139.16,0.0,10.12,124.34,0.0,0.62,19.64,0.0,0.0,0.0,0.0,0.0,135.08
2970,997.05,11.0,1,33,0,2,226.93,0.0,36.28,489.89,0.0,11.04,27.74,0.0,0.0,0.9,0.0,0.0,538.1
2971,261.63,22.0,0,36,0,1,0.0,0.0,54.22,114.56,0.0,0.36,83.74,0.0,0.0,0.0,0.0,0.0,169.15
2972,1451.2,14.0,1,31,1,1,0.0,0.0,63.5,1069.68,0.0,2.4,261.14,0.0,0.0,0.0,0.0,0.0,1135.59
2973,242.24,11.0,1,25,0,1,240.06,0.0,20.03,248.96,0.0,0.0,127.11,0.0,0.0,0.0,0.0,0.0,268.99
2974,437.23,14.0,1,23,1,1,439.64,0.0,22.19,442.42,0.0,0.0,272.4,0.0,0.0,0.0,0.0,0.0,464.61
2975,292.86,12.0,1,28,0,1,207.36,0.0,169.97,55.04,0.0,0.0,218.01,0.0,0.0,0.0,0.71,0.52,226.77
2976,363.1,23.0,1,20,1,1,295.14,0.0,52.15,246.45,0.0,0.0,308.43,0.0,0.0,0.0,9.83,0.0,308.43
2977,257.4,10.0,1,41,0,1,0.0,0.0,55.25,167.1,0.0,0.64,159.08,0.0,0.0,0.0,0.0,0.0,222.99
2978,178.35,15.0,1,32,0,1,0.0,0.0,19.49,176.7,0.0,0.0,92.52,0.0,0.0,0.0,0.0,0.0,196.19
2979,240.09,10.0,1,46,1,2,0.0,0.0,74.14,100.99,0.0,0.0,23.03,0.0,0.0,0.0,0.24,0.0,175.37
2980,121.31,23.0,1,26,1,1,111.8,0.0,54.95,75.92,0.0,0.6,131.47,0.0,0.0,0.0,0.0,0.0,131.47
2981,509.01,22.0,1,24,0,1,389.53,0.0,45.18,400.29,0.0,0.0,275.55,0.0,0.0,0.0,0.0,0.0,445.48
2982,1669.65,18.0,1,47,1,1,0.0,0.0,7.48,540.15,0.02,0.0,419.08,0.0,0.0,0.0,0.0,0.0,547.65
2983,432.41,23.0,0,28,0,1,105.02,0.0,41.69,79.44,0.0,0.96,81.66,0.0,0.0,0.0,0.0,0.0,122.09
2984,85.75,12.0,1,23,0,1,0.0,0.0,17.39,58.63,0.0,1.69,17.49,0.0,0.0,0.0,0.0,0.0,77.7
2985,438.5,21.0,0,27,0,1,494.8,0.0,9.02,444.58,0.27,0.0,283.05,0.0,0.0,0.0,0.0,0.0,453.87
2986,178.9,17.0,0,29,0,1,144.55,0.0,6.24,94.36,0.0,1.22,63.43,0.0,0.0,0.0,0.0,0.0,101.83
2987,1134.34,20.0,1,28,0,3,0.0,0.0,29.57,446.53,1.02,0.0,187.73,0.0,0.0,0.0,0.0,0.0,477.12
2988,688.88,22.0,0,44,0,1,553.37,0.0,87.89,479.51,0.27,2.48,546.68,0.0,0.0,6.59,0.0,0.44,577.61
2989,206.65,14.0,1,42,0,1,0.0,0.0,29.98,167.7,0.0,7.23,36.78,0.0,0.0,0.0,0.0,5.0,214.91
2990,170.09,17.0,0,38,0,1,0.0,0.0,28.4,29.7,0.46,0.0,4.08,0.0,0.0,0.0,0.0,0.0,58.56
2991,433.02,15.0,1,27,0,1,130.5,0.0,23.84,100.64,0.0,0.0,106.93,0.0,0.0,0.0,0.0,0.0,124.48
2992,189.49,10.0,0,32,0,1,166.65,0.0,35.89,155.72,0.04,0.23,186.3,0.0,0.0,0.0,0.27,0.0,192.15
2993,435.13,19.0,1,37,0,1,137.37,0.0,35.15,119.52,0.45,3.45,62.02,0.0,0.0,0.0,0.27,1.45,161.75
2994,410.07,13.0,1,36,0,2,179.04,0.0,48.29,67.73,0.0,0.35,75.88,0.0,0.0,0.0,0.0,0.78,117.93
2995,1010.36,21.0,1,33,0,1,0.0,0.0,32.67,456.81,0.0,1.2,11.18,0.0,0.0,0.0,0.0,0.0,490.68
2996,169.97,20.0,0,41,0,1,0.0,0.0,47.11,108.79,0.0,2.1,25.12,0.0,0.0,0.0,0.0,0.0,158.0
2997,493.94,11.0,1,36,0,1,362.62,0.0,5.57,367.41,0.0,0.0,22.42,0.0,0.0,0.0,0.0,0.0,372.99
2998,810.58,11.0,1,36,0,1,0.0,0.0,29.73,257.87,0.0,1.8,83.25,0.0,0.0,2.9,0.0,0.0,292.31
2999,675.36,14.0,1,20,0,1,0.0,0.0,12.7,207.17,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,219.86
3000,969.15,20.0,1,30,0,1,0.0,0.0,15.18,403.55,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,418.73
3001,478.0,12.0,1,36,0,1,470.33,0.0,13.0,312.54,0.0,0.86,225.65,0.0,0.0,0.0,0.0,0.0,326.4
3002,685.89,13.0,0,54,1,1,0.0,0.0,26.78,414.06,0.0,6.18,25.07,0.0,0.0,0.0,0.0,0.0,447.02
3003,399.18,20.0,0,34,0,1,0.0,0.0,3.4,340.59,0.27,0.39,170.9,0.0,0.0,0.0,0.0,0.0,344.64
3004,274.56,14.0,1,35,1,1,0.0,0.0,9.65,287.34,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.47,297.93
3005,193.15,10.0,1,24,1,2,0.0,0.0,45.41,164.7,0.0,1.39,42.54,0.0,0.0,0.0,2.29,0.0,213.79
3006,304.66,11.0,1,19,0,1,344.01,0.0,47.48,280.58,2.18,3.83,277.91,0.0,0.0,0.0,0.0,0.0,334.07
3007,317.67,11.0,1,32,0,2,0.0,0.0,63.36,247.59,0.0,17.37,42.5,0.0,0.0,0.0,0.21,0.0,328.54
3008,510.3,15.0,1,23,0,1,376.75,0.0,41.48,358.07,0.0,6.98,358.88,0.0,0.0,0.97,0.0,0.0,407.49
3009,585.93,22.0,1,27,1,1,585.55,0.0,10.91,297.44,0.0,0.55,276.16,0.0,0.0,0.41,0.0,0.0,309.31
3010,222.24,23.0,1,31,0,1,0.0,0.0,40.47,191.09,0.0,0.0,131.59,0.0,0.0,0.0,1.69,0.0,233.25
3011,80.61,11.0,0,53,0,1,88.48,0.0,12.56,74.1,0.0,1.81,14.38,0.0,0.0,0.0,0.0,0.0,88.48
3012,371.78,11.0,1,22,0,1,0.0,0.0,37.3,277.36,0.0,0.0,178.21,0.0,0.0,0.0,0.0,0.0,314.66
3013,1257.28,10.0,1,41,1,1,0.0,0.0,257.12,495.36,0.0,298.23,129.49,0.0,0.0,3.59,0.0,0.0,1054.3
3014,74.23,11.0,1,28,1,1,45.12,0.0,4.17,48.9,0.0,0.87,45.15,0.0,0.0,0.0,0.0,0.0,53.94
3015,198.78,21.0,0,23,0,1,175.65,0.0,33.44,147.93,0.0,0.0,158.94,0.0,0.0,0.0,0.0,0.0,181.37
3016,161.17,11.0,1,33,0,1,149.91,0.0,44.04,113.24,0.0,0.0,126.94,0.0,0.0,0.0,0.0,0.0,157.27
3017,1035.56,17.0,1,36,0,1,0.0,0.0,105.55,730.51,0.02,0.0,101.05,0.0,0.0,0.0,0.27,0.0,836.34
3018,453.48,11.0,1,31,0,1,0.0,0.0,45.57,456.91,0.0,0.18,28.08,0.0,0.0,0.0,0.0,0.0,502.66
3019,482.86,14.0,1,23,0,1,0.0,0.0,39.43,423.22,0.0,0.55,193.51,0.0,0.0,0.0,0.0,0.0,463.19
3020,230.79,23.0,1,21,0,1,0.0,0.0,39.15,165.88,0.0,1.82,44.86,0.0,0.0,0.0,0.0,0.0,206.85
3021,416.94,11.0,1,27,0,1,0.0,0.0,24.01,427.6,0.0,0.0,95.47,0.0,0.0,0.0,0.0,0.0,451.61
3022,157.24,10.0,1,23,1,1,0.0,0.0,22.59,108.56,0.0,0.06,35.11,0.0,0.0,5.69,0.0,0.0,136.91
3023,234.72,15.0,1,21,0,1,193.04,0.0,28.66,145.09,0.0,0.0,173.75,0.0,0.0,0.0,0.0,0.0,173.75
3024,681.81,10.0,1,37,0,1,0.0,0.0,150.91,347.07,0.35,0.02,67.15,0.0,0.0,0.0,0.0,0.0,498.35
3025,375.1,22.0,0,39,0,1,0.0,0.0,57.64,339.19,0.0,0.0,102.06,0.0,0.0,0.0,0.0,0.0,396.82
3026,339.55,10.0,1,27,1,1,0.0,0.0,19.87,218.61,0.0,0.07,36.64,0.0,0.0,0.0,3.24,0.0,241.79
3027,692.64,11.0,1,22,0,1,0.0,0.0,19.1,326.67,0.0,0.0,180.93,0.0,0.0,0.0,0.0,0.0,345.77
3028,919.38,10.0,1,59,0,2,737.03,0.0,109.53,629.56,0.81,11.45,688.37,0.0,0.0,0.82,0.0,0.0,752.17
3029,337.76,13.0,1,25,0,1,0.0,0.0,31.9,164.35,0.0,3.04,42.61,0.0,0.0,0.0,3.63,0.0,202.92
3030,671.03,11.0,1,27,0,1,0.0,0.0,17.81,357.08,0.0,0.0,145.81,0.0,0.0,0.0,0.0,0.0,374.89
3031,290.43,13.0,0,35,0,1,323.73,0.0,6.4,281.73,0.0,22.07,169.81,0.0,0.0,0.0,0.0,0.0,310.21
3032,1170.04,18.0,1,26,1,1,916.41,0.0,298.6,581.56,0.0,8.42,821.18,0.0,0.0,2.71,8.28,0.0,899.57
3033,1739.15,18.0,1,35,0,1,323.94,0.0,34.02,318.88,0.0,3.51,347.22,0.0,0.0,0.23,0.0,0.0,356.65
3034,746.43,11.0,1,52,0,1,0.0,0.0,83.36,238.4,0.0,30.82,50.41,0.0,0.0,0.48,0.0,0.0,353.06
3035,704.48,11.0,1,49,0,1,0.0,0.0,11.43,606.68,0.0,0.0,61.07,0.0,0.0,0.0,0.0,0.0,618.11
3036,454.79,18.0,1,31,0,1,0.0,0.0,39.55,329.15,0.0,1.35,87.25,0.0,0.0,0.0,0.0,0.0,370.05
3037,454.36,11.0,1,22,0,1,0.0,0.0,17.73,378.18,0.0,11.66,219.81,0.0,0.0,0.0,0.0,0.0,407.57
3038,126.3,21.0,1,31,1,2,0.0,0.0,11.33,64.65,0.0,0.0,27.49,0.0,0.0,0.0,0.0,0.0,75.97
3039,666.22,19.0,1,47,0,1,0.0,0.0,69.61,451.11,0.0,0.84,164.56,0.0,0.0,0.0,0.0,0.0,521.57
3040,2244.51,17.0,1,43,1,3,3614.32,0.0,141.98,390.3,0.0,0.46,81.95,0.0,0.0,0.0,0.0,0.0,532.75
3041,210.45,11.0,0,20,0,2,432.76,0.0,29.85,193.18,0.5,2.59,171.03,0.0,0.0,0.0,0.0,0.0,226.12
3042,741.68,15.0,1,33,1,1,0.0,0.0,35.87,218.16,0.0,0.0,97.57,0.0,0.0,0.0,0.0,0.0,254.03
3043,311.23,18.0,1,28,0,2,29.1,0.0,18.26,257.4,0.03,0.0,115.21,0.0,0.0,0.0,0.0,0.0,275.69
3044,799.69,16.0,1,34,0,1,0.0,0.0,104.64,665.35,0.0,7.47,32.07,0.0,0.0,0.0,0.0,0.0,777.46
3045,487.43,10.0,1,52,0,1,0.0,0.0,65.7,441.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.67
3046,1251.76,11.0,1,32,0,1,0.0,0.0,141.34,426.56,0.0,45.71,30.87,0.0,0.0,0.49,0.0,0.0,614.1
3047,130.31,11.0,1,31,0,1,77.69,0.0,21.56,67.53,0.42,0.0,84.83,0.0,0.0,0.0,0.0,0.0,89.51
3048,599.35,22.0,1,28,0,1,270.92,0.0,84.56,162.23,0.0,5.15,137.2,0.0,0.0,4.71,0.0,0.28,257.21
3049,293.4,14.0,1,22,0,1,0.0,0.0,37.26,213.87,0.0,0.58,27.61,0.0,0.0,0.0,0.0,0.0,251.71
3050,618.33,11.0,1,49,1,3,518.34,0.0,20.9,453.56,0.0,0.0,144.33,0.0,0.0,0.9,0.0,0.0,475.36
3051,177.64,21.0,1,29,0,1,0.0,0.0,26.82,142.46,0.0,0.0,18.82,0.0,0.0,0.0,0.0,0.0,169.28
3052,410.59,10.0,1,34,0,1,0.0,0.0,36.94,175.75,0.0,0.0,64.34,0.0,0.0,0.0,0.0,0.0,212.69
3053,279.3,11.0,1,39,0,1,188.74,0.0,7.15,180.75,0.0,0.84,79.54,0.0,0.0,0.0,0.0,0.0,188.74
3054,278.6,19.0,0,50,0,1,148.85,0.0,17.51,159.12,0.0,1.3,178.33,0.0,0.0,0.0,0.0,5.6,189.13
3055,156.48,11.0,1,24,0,1,0.0,0.0,49.05,39.67,0.0,2.23,13.69,0.0,0.0,0.0,0.0,0.0,90.95
3056,1272.74,15.0,1,45,1,1,0.0,0.0,39.37,930.66,0.0,4.78,194.68,0.0,0.0,0.33,0.78,0.0,975.92
3057,487.87,11.0,1,29,0,1,0.0,0.0,47.11,227.95,0.0,0.0,18.27,0.0,0.0,0.0,0.0,0.0,275.06
3058,469.81,10.0,0,22,1,2,0.0,0.0,76.0,63.61,0.1,4.71,51.41,0.0,0.0,0.0,16.47,0.0,160.88
3059,205.92,17.0,1,33,0,1,461.94,0.0,178.85,46.77,0.0,0.0,225.62,0.0,0.0,0.0,0.0,0.0,225.62
3060,851.5,23.0,1,50,0,1,0.0,0.0,132.22,404.25,0.0,1.12,184.77,0.0,0.0,0.0,0.0,0.0,537.6
3061,75.5,22.0,1,23,0,1,73.13,0.0,17.42,41.33,0.0,0.0,58.44,0.0,0.0,0.0,0.0,0.0,58.76
3062,360.6,18.0,1,27,0,1,549.71,0.0,36.71,268.67,0.0,23.4,274.38,0.0,0.0,0.0,2.92,0.0,331.71
3063,739.42,16.0,1,27,0,1,0.0,0.0,20.07,526.81,0.0,0.29,107.28,0.0,0.0,0.0,0.0,0.0,547.18
3064,2008.83,21.0,1,36,0,2,2144.7,0.0,138.85,1511.53,0.0,226.25,1827.79,0.0,0.0,0.0,304.25,1.05,2182.96
